"year","month","id","title_en","title_fr","owner_org","org_name","pageviews"
2022,9,"133994b0-ca21-4ae6-9cbf-57344662f01f","Pelagic Seabird Atlas, West Coast of Canada - Rare Species, 2009","Atlas des oiseaux marins pélagiques, côte Ouest du Canada – Espèces rares, 2009","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"13564ca4-e330-40a5-9521-bfb1be767147","CABIN Canadian Aquatic Biomonitoring Network","RCBA Réseau Canadien de Biosurveillance Aquatique","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",60
2022,9,"13e40dcd-015d-4a6d-abb5-4edae3d823ff","Coastal BC Anchorages","Ancrages côtiers de la Colombie-Britannique","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",1
2022,9,"1470ae85-da34-44e7-b4b7-6ea8e75124ab","Scarlet Ammannia (Ammannia robusta) - Critical Habitat for Species at Risk - Ontario","Ammannie robuste (Ammannia robusta) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"1508b943-3a3e-4879-bd26-d97c5da7fdd2","Small Whorled Pogonia (Isotria medeloides) - Critical Habitat for Species at Risk - Ontario","Isotrie fausse-médéole (Isotria medeloides) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"15166b54-1fdb-49ac-a794-d12e6ddec6aa","Federal protected areas","Zones fédérales protégées","on","Government of Ontario | Gouvernement de l'Ontario",1
2022,9,"1524b282-bf3d-493a-995a-18c73f0d5546","Coastal BC Campsites","Campings côtiers en Colombie-Britannique","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",1
2022,9,"15fa1008-44e5-466f-ad2a-e75e92347114","Public Land Recreation Trail","Sentier récréatif des terres publiques","ab","Government of Alberta | Gouvernement de l'Alberta",1
2022,9,"16052985-5af8-e991-40d5-6afbc3a90875","Landsat Circa 2010 Top of Atmosphere Reflectance Mosaic of Canada","Mosaïque du Canada créée à l’aide de LANDSAT d’après la réflectance au sommet de l’atmosphère vers 2010","nrcan-rncan","Natural Resources Canada | Ressources naturelles Canada",1
2022,9,"16348a20-02f4-4557-b68c-d1754e3026a4","The Canadian Radiological Monitoring Network – Tritium in Atmospheric Water Vapour","Réseau canadien de surveillance radiologique – Le tritium dans la vapeur d'eau atmosphérique","hc-sc","Health Canada | Santé Canada",5
2022,9,"16d2f828-96bb-468d-9b7d-1307c81e17b8","Land Cover for Agricultural Regions of Canada, circa 2000","Couverture des terres des régions agricoles du Canada, vers l’an 2000","aafc-aac","Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada",3
2022,9,"19fc8883-7983-41e4-b764-7fb665e74b21","Annual Unit Runoff (dam3/km2) for a 50% Probability of Exceedence","Ruissellement unitaire annuel (dam3/km2) pour une probabilité de dépassement de 50 %","aafc-aac","Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada",2
2022,9,"1a8f50a8-2b7e-4da0-bc89-8f3ce030254f","Utility Site","Emplacements de services publics","on","Government of Ontario | Gouvernement de l'Ontario",1
2022,9,"1b30f3bd-0ad0-4128-916b-66c6dd91dea4","Old Growth Management Areas - Legal - Current","Domaines de gestion de la vieille croissance - juridique - actuel","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",1
2022,9,"1bbd5131-8b34-4245-b999-3b4c4259d74f","Species distribution models and occurrence data for marine invasive species hotspot identification","Modèles de répartition et données d’occurrence pour la détermination des points chauds des espèces marines envahissantes","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",1
2022,9,"1c3083ff-6789-4246-8cfe-900c679ac0f2","Dense Blazing Star (Liatris spicata) - Critical Habitat for Species at Risk - Ontario","Liatris à épi (Liatris spicata) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"1c61d457-4d03-4f3a-9005-9aabb5a201bb","Northern Canada Shoreline Classification","Classification des Rivages de l'Arctique Canadien","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",4
2022,9,"1cdd5986-ad66-4488-9fa7-73827ee43efa","Cruise Ship Routes","Itinéraires des bateaux","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",4
2022,9,"1d513f0b-cce4-499e-9449-08c1654c5843","Hoary Mountain-mint (Pycnanthemum incanum) - Critical Habitat for Species at Risk - Ontario","Pycnanthème gris (Pycnanthemum incanum) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"1d554e28-1954-495a-9d82-c8eb4e8602a3","Beluga whale seasonal distribution in the St. Lawrence Estuary","Distribution saisonnière du béluga dans l'estuaire du Saint-Laurent","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",1
2022,9,"1f316859-77df-47a9-b59d-4b5c75471a08","Blunt-lobed Woodsia (Woodsia obtusa) - Critical Habitat for Species at Risk - Ontario","Woodsie à lobes arrondis (Woodsia obtusa) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"1f8e1666-90b5-4a6f-b01e-567c5f4b2ce4","Bird Conservation Region 13 - High Value Habitats and High Value Biodiversity Areas - Biodiversity Atlas, Canadian Wildlife Service - Ontario Region","Région de conservation des oiseaux 13 - Habitats de valeur élevée et zones de biodiversité à valeur ajoutée - Atlas de la biodiversité, Service canadien de la faune - Région de l'Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"20242d62-6e74-4955-b05b-31154e0977b9","Eastern Prickly Pear Cactus (Opuntia humifusa) - Critical Habitat for Species at Risk - Ontario","Oponce de l'Est (Opuntia humifusa) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"208ddd6d-dea8-4d1c-bf62-5b49e8983a51","Oil and Gas Rights","Droits pétroliers et gaziers","aandc-aadnc","Crown-Indigenous Relations and Northern Affairs Canada | Relations Couronne-Autochtones et Affaires du Nord Canada",1
2022,9,"2163f792-d105-4e80-8150-08b49fab20c0","Individuals in Official Language Minority Communities","Population des communautés de langue officielle en situation minoritaire","pch","Canadian Heritage | Patrimoine canadien",1
2022,9,"21b821cf-0f1c-40ee-8925-eab12d357668","The Canadian Radiological Monitoring Network – Airborne Radioactivity","Réseau canadien de surveillance radiologique – Radioactivité de l'air","hc-sc","Health Canada | Santé Canada",3
2022,9,"2277bb18-6434-418b-a4d7-d0db1be501c6","Forked Three-awned Grass (Aristida basiramea) - Critical Habitat for Species at Risk - Ontario","Aristide à rameaux basilaires (Aristida basiramea) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"22abff18-6f9d-4926-b7de-3a80c178bf95","Maps of reporting facilities – total releases to air (non-CAC)","Cartes des installations ayant soumis une déclaration – Rejets totaux dans l’air (autres que les PCA)","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",12
2022,9,"22b0166b-9db3-46b7-9baf-6584a3acc7b1","Vegetation Zones of Canada: a Biogeoclimatic Perspective","Zones de végétation du Canada : une perspective biogéoclimatique","nrcan-rncan","Natural Resources Canada | Ressources naturelles Canada",114
2022,9,"22b2db8a-dc12-47f2-9737-99d3da921751","Critical minerals advanced projects, mines and processing facilities in Canada","Projets avancés, mines et installations de traitement de minéraux critiques du Canada","nrcan-rncan","Natural Resources Canada | Ressources naturelles Canada",18
2022,9,"22c7cb44-1463-48f7-8e47-88857f207702","Fire Perimeters - Historical","Périmètres de feu - Historique","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",3
2022,9,"230f1f6d-353e-4d02-800b-368f4c48dc86","Temporal Series of the National Air Photo Library (NAPL) - Markham, Ontario (1960-1974)","Série temporelle de la photothèque nationale de l'air (PNA) - Markham, Ontario (1960-1974)","nrcan-rncan","Natural Resources Canada | Ressources naturelles Canada",1
2022,9,"235fcd04-6632-4cce-a403-556089cc4276","Petroleum wells","Puits de pétrole","on","Government of Ontario | Gouvernement de l'Ontario",7
2022,9,"23d26c61-b119-42c0-aa41-bd06cd96a973","Canada's designated alternate ballast water exchange areas","Zones désignées de renouvellement d’eau de ballast du Canada","tc","Transport Canada | Transports Canada",6
2022,9,"23eb8b56-dac8-4efc-be7c-b8fa11ba62e9","Federal Marine Bioregions","Biorégions marines fédérales","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",16
2022,9,"23ec6e7a-b3d0-4419-8604-6159b111a408","Northern Quebec and Labrador Drainage Area - National hydrometric network basin polygons","Aire de drainage du Nord du Québec et du Labrador – polygones des bassins du Réseau hydrométrique national","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"243e5b92-af68-4649-8ead-db8dfb9f4e37","Western Silvery Aster (Symphyotrichum sericeum) - Critical Habitat for Species at Risk - Ontario","Aster soyeux (Symphyotrichum sericeum) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"2488fe36-f145-4729-955c-a33846470e14","Dwarf Lake Iris (Iris lacutris) - Critical Habitat for Species at Risk - Ontario","Iris lacustre (Iris lacutris) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"24aa0dad-c83f-4ac3-9ddc-46fde122528f","Deerberry (Vaccinium stamineum) - Critical Habitat for Species at Risk - Ontario","Airelle à longues étamines (Vaccinium stamineum) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"2582c87b-03b4-406c-af6b-3cfea418dc7b","Official airports","Aéroports officiels","on","Government of Ontario | Gouvernement de l'Ontario",3
2022,9,"25a41166-0957-4f6e-8c04-dafd13f06b54","Toothcup (Rotala ramosior) - Critical Habitat for Species at Risk - Ontario","Rotala rameux (Rotala ramosior) - Habitat essentiel des espèces en péril - Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"262451e7-6416-47b5-8453-f31d212ea657","Small Craft Harbours Locations and Information","Emplacement et information des ports pour petits bateaux","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",1
2022,9,"273df20a-47ae-42c0-bc58-01e451d4897a","Fishing effort within Significant Benthic Areas in Canada's Atlantic and Eastern Arctic marine waters","Efforts de pêche dans les zones benthiques importantes des eaux marines de l’Atlantique et de l’est de l’Arctique canadien","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",1
2022,9,"274ede77-27b9-46b8-96c8-4d7d4a706f08","Maps of reporting facilities – criteria air contaminants","Cartes des installations ayant soumis une déclaration – Principaux contaminants atmosphériques","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",112
2022,9,"27515ccc-0cad-4f7d-b8ab-2a909090f128","Ontario Shoreline Classification","Classification des Rivages de l'Ontario","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"2790e3f7-6395-4230-8545-04efb5a18800","Fire Locations - Current","Emplacements des incendies - Actuel","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",18
2022,9,"2822c11d-6b6c-437e-ad65-85f584522adc","Zooplankton data from central and northern Strait of Georgia","Données de zooplancton du central et nord du détroit de Géorgie","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",5
2022,9,"292646cd-619f-4200-afb1-8b2c52f984a2","Canadian Drought Monitor","Outil de surveillance des sécheresses au Canada","aafc-aac","Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada",44
2022,9,"296de17c-001c-4435-8f9a-f5acab632e85","Canada Base Map Transportation (CBMT)","Carte de base du Canada - Transport (CBCT)","nrcan-rncan","Natural Resources Canada | Ressources naturelles Canada",27
2022,9,"29ba2628-b6c5-4dda-8cfb-fca9852925a9","Treatment types of the wastewater systems in Canada subject to the Wastewater Systems Effluent Regulations","Types de traitement des systèmes d’assainissement des eaux usées au Canada assujettis au Règlement sur les effluents des systèmes d’assainissement des eaux usées","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",20
2022,9,"29dd835b-7c96-4c62-b558-275dfe13cbe9","Likelihood of Presence of Bottlenose Whales in Area Response Planning Pilot Areas","Probabilité de présence de baleines à bec communes dans les zones pilotes de planification d’intervention localisée","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",1
2022,9,"29e117d3-e7ce-41d3-ad1d-d80dd01edd82","Critical Habitat for Species at Risk, British Columbia - California Buttercup (Ranunculus californicus)","Habitat essentiel pour les espèces en péril, Colombie-Britannique - Renoncule de Californie (Ranunculus californicus)","ec","Environment and Climate Change Canada | Environnement et Changement climatique Canada",1
2022,9,"2a395802-978b-418b-94e5-f650a31c60dd","Bathymetric Gridded Data Index","Index de données bathymétriques carroyées","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",18
2022,9,"2af1388e-d5f7-46dc-a6e2-f85415ddbd1c","Freshwater Atlas Linear Boundaries","Limites linéaires de l'atlas des eaux","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",1
2022,9,"2b2172a7-837d-42d1-98b8-6576a79a4a1b","Canada Land Inventory (CLI) 1:1,000,000 - Land Capability for Agriculture","Inventaire des terres du Canada (ITC) à l’échelle de 1/1 000 000 – Potentiel des terres pour l’agriculture","aafc-aac","Agriculture and Agri-Food Canada | Agriculture et Agroalimentaire Canada",1
2022,9,"2b217585-f48d-4d9f-b7ba-746909ac35ca","Caribou Herd Locations for BC","Emplacement des hardes de caribous pour la Colombie-Britannique","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",5
2022,9,"2b44d212-5438-47a9-ad23-20eb8ada9709","Service BC Office Locations","Emplacements des bureaux de Service BC","bc-cb","Government of British Columbia | Gouvernment de la Colombie-Britannique",29
2022,9,"2bb98a09-5daf-42c4-94e8-e5de718b821d","Distribution of Sea Scallop on German Bank","Répartition du pétoncle géant sur le banc German","dfo-mpo","Fisheries and Oceans Canada | Pêches et Océans Canada",1
